# x_m,y_m,w_tr_right_m,w_tr_left_m
-16.72027,-49.1384,3.5,3.5
-16.45013,-47.3723,3.5,3.5
-16.18945,-45.62435,3.5,3.5
-15.93258,-43.87801,3.5,3.5
-15.6771,-42.13101,3.5,3.5
-15.41978,-40.38275,3.5,3.5
-15.15616,-38.63464,3.5,3.5
-14.8799,-36.89035,3.5,3.5
-14.58193,-35.15494,3.5,3.5
-14.24603,-33.41735,3.5,3.5
-13.85615,-31.6951,3.5,3.5
-13.3893,-29.99142,3.5,3.5
-12.82444,-28.32017,3.5,3.5
-12.14543,-26.68942,3.5,3.5
-11.35297,-25.11271,3.5,3.5
-10.45597,-23.5858,3.5,3.5
-9.483849,-22.11926,3.5,3.5
-8.444416,-20.68562,3.5,3.5
-7.362424,-19.28728,3.5,3.5
-6.253263,-17.91882,3.5,3.5
-5.120073,-16.56601,3.5,3.5
-3.970258,-15.225,3.5,3.5
-2.8085,-13.89209,3.5,3.5
-1.636919,-12.5631,3.5,3.5
